rider_id,date,location,rides,on_time_rides,cancelled_rides,missed_rides,distance_km,overhead_distance_km,earnings,peak_bonus,waiting_earnings,fuel_cost,idle_minutes,work_hours,customer_rating,avg_speed_kmph,network_downtime
R409QX,2025-07-23,Mumbai,18,16,2,2,78.07,4.41,828.58,100,24.74,168.44,40,5.03,4.73,29.96,2
R409QX,2025-07-24,Mumbai,8,6,1,1,39.79,1.18,442.07,0,8.93,83.65,42,2.65,4.45,29.94,3
R409QX,2025-07-25,Mumbai,10,8,2,2,46.78,11.22,449.46,80,8.73,118.43,41,3.46,4.67,28.47,3
R409QX,2025-07-26,Mumbai,,,,,,,,,,,,,,,
R409QX,2025-07-27,Mumbai,20,13,0,3,90.12,10.17,975.95,100,18.25,204.8,36,6.06,4.23,23.09,5
R409QX,2025-07-28,Mumbai,8,6,3,1,41.34,8.22,531.38,0,10.94,101.2,40,3.24,4.21,26.45,5
R409QX,2025-07-29,Mumbai,15,13,1,0,69.97,2.57,699.22,80,16.54,148.13,59,5.45,4.74,22.32,1
R409QX,2025-07-30,Mumbai,17,14,0,0,72.55,4.64,689.56,100,26.8,157.63,26,5.18,4.87,25.74,3
R409QX,2025-07-31,Mumbai,20,14,3,2,81.92,23.77,922.99,100,20.67,215.83,37,6.88,4.23,21.74,0
R409QX,2025-08-01,Mumbai,,,,,,,,,,,,,,,
R409QX,2025-08-02,Mumbai,14,10,2,2,68.09,3.56,635.23,80,12.14,146.32,48,4.83,4.53,22.98,5
R409QX,2025-08-03,Mumbai,23,18,0,0,90.47,12.03,808.54,120,23.8,209.3,24,5.99,4.42,29.16,1
R409QX,2025-08-04,Mumbai,20,16,1,1,87.05,21.86,937.79,100,16.32,222.41,33,6.11,4.89,25.78,4
R409QX,2025-08-05,Mumbai,20,14,2,1,80.25,19.01,726.63,100,19.42,202.69,57,5.6,4.23,28.71,1
R409QX,2025-08-06,Mumbai,10,8,1,1,45.64,8.76,550.51,80,8.86,111.09,49,3.6,4.86,27.19,4
R409QX,2025-08-07,Mumbai,12,8,3,1,56.61,8.9,543.33,80,9.35,133.77,32,4.29,4.29,21.06,5
R409QX,2025-08-08,Mumbai,,,,,,,,,,,,,,,
R409QX,2025-08-09,Mumbai,20,17,1,2,83.56,22.05,802.34,100,23.42,215.66,28,5.87,4.59,26.95,4
R409QX,2025-08-10,Mumbai,28,19,2,3,106.89,16.95,967.75,120,33.87,252.89,36,7.88,4.06,26.6,3
R409QX,2025-08-11,Mumbai,11,7,3,0,47.4,5.26,484.06,80,15.01,107.54,47,4.44,4.2,21.23,1
R409QX,2025-08-12,Mumbai,13,9,3,0,61.33,11.88,713.55,80,10.52,149.5,31,3.82,4.61,28.56,2
R409QX,2025-08-13,Mumbai,17,15,2,1,72.12,8.39,682.21,100,13.93,164.42,37,5.84,4.72,20.32,0
R409QX,2025-08-14,Mumbai,,,,,,,,,,,,,,,
R409QX,2025-08-15,Mumbai,28,21,2,0,109.97,20.04,1084.45,120,23.53,265.48,34,7.16,4.19,25.66,4
R409QX,2025-08-16,Mumbai,17,13,2,1,73.31,3.24,721.84,100,24.04,156.32,53,5.98,4.82,21.03,2
R409QX,2025-08-17,Mumbai,28,21,0,0,109.33,25.71,1111.84,120,34.36,275.75,22,8.86,4.01,21.98,2
R409QX,2025-08-18,Mumbai,12,8,0,2,58.43,1.85,487.25,80,13.47,123.11,52,3.89,4.3,28.58,3
R409QX,2025-08-19,Mumbai,20,15,1,1,85.42,4.4,958.16,100,22.69,183.43,25,6.5,4.25,21.13,5
R409QX,2025-08-20,Mumbai,11,8,1,0,48.26,3.72,564.06,80,11.23,106.15,35,3.3,4.59,28.65,3
R409QX,2025-08-21,Mumbai,,,,,,,,,,,,,,,
R409QX,2025-08-22,Mumbai,20,16,1,0,77.95,15.61,980.9,100,17.69,191.06,34,5.03,4.64,28.04,0
R409QX,2025-08-23,Mumbai,13,9,1,1,58.15,2.89,699.23,80,20.09,124.64,58,4.59,4.56,28.52,0
R409QX,2025-08-24,Mumbai,28,20,1,0,106.3,16.42,1152.8,120,31.69,250.6,35,7.42,4.08,26.76,1
R409QX,2025-08-25,Mumbai,16,12,1,1,66.4,16.01,727.92,100,22.16,168.29,25,4.66,4.14,28.54,1
R409QX,2025-08-26,Mumbai,17,12,2,1,71.69,10.69,838.7,100,18.83,168.22,29,4.6,4.64,28.99,2
R409QX,2025-08-27,Mumbai,18,11,2,1,78.5,12.41,787.47,100,23.3,185.63,49,6.11,4.35,23.91,4
R409QX,2025-08-28,Mumbai,,,,,,,,,,,,,,,
R409QX,2025-08-29,Mumbai,8,6,1,1,40.33,5.43,330.76,0,7.66,93.45,74,3.47,4.27,29.55,3
R409QX,2025-08-30,Mumbai,14,9,0,0,64.84,14.55,697.61,80,18.53,162.12,39,6.03,4.17,20.85,2
R409QX,2025-08-31,Mumbai,28,20,2,1,107.58,13.96,1216.3,120,38.04,248.2,45,8.78,4.6,24.49,5
R120BZ,2025-07-01,Hyderabad,13,8,2,0,56.1,15.35,600.08,80,10.01,205.56,41,4.33,4.1,23.83,4
R120BZ,2025-07-02,Hyderabad,9,6,0,0,41.63,4.6,315.27,0,8.25,133.02,67,3.87,4.02,23.12,0
R120BZ,2025-07-03,Hyderabad,16,12,0,0,67.57,2.64,763.08,100,11.65,201.99,26,4.2,4.24,25.24,2
R120BZ,2025-07-04,Hyderabad,14,10,0,0,67.88,4.8,738.3,80,11.09,209.09,33,4.22,4.39,26.95,6
R120BZ,2025-07-05,Hyderabad,11,7,2,2,47.44,0.84,473.43,80,8.8,138.89,46,3.73,4.31,20.35,9
R120BZ,2025-07-06,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-07-07,Hyderabad,13,9,2,0,57.14,8.71,578.38,80,20.19,189.46,32,4.57,4.71,23.58,4
R120BZ,2025-07-08,Hyderabad,8,6,0,2,42.3,7.85,417.16,0,8.38,144.28,65,4.02,4.62,21.39,5
R120BZ,2025-07-09,Hyderabad,14,9,0,1,61.03,10.53,557.05,80,15.09,205.87,61,5.02,4.04,26.16,3
R120BZ,2025-07-10,Hyderabad,13,10,1,1,60.19,13.39,603.76,80,19.47,211.68,70,5.75,4.44,23.64,3
R120BZ,2025-07-11,Hyderabad,9,7,0,1,39.79,2.31,370.66,0,15.4,121.14,44,3.19,4.63,27.82,10
R120BZ,2025-07-12,Hyderabad,20,14,1,0,83.08,17.54,965.05,100,27.22,289.47,28,6.57,4.76,22.59,2
R120BZ,2025-07-13,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-07-14,Hyderabad,8,5,0,1,38.53,2.3,365.18,0,12.77,117.47,76,3.87,4.11,22.9,9
R120BZ,2025-07-15,Hyderabad,11,8,2,1,49.59,6.35,539.0,80,13.18,160.96,66,4.72,4.03,20.02,4
R120BZ,2025-07-16,Hyderabad,10,7,3,0,46.99,9.42,465.24,80,16.05,162.29,64,4.76,4.57,21.48,3
R120BZ,2025-07-17,Hyderabad,10,7,0,0,45.22,3.45,440.14,80,10.51,140.04,52,4.05,4.05,20.94,7
R120BZ,2025-07-18,Hyderabad,13,10,3,0,60.25,3.63,476.03,80,20.93,183.76,49,4.46,4.3,27.26,6
R120BZ,2025-07-19,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-07-20,Hyderabad,18,15,2,3,75.21,13.64,647.39,100,31.18,255.62,48,6.92,4.75,21.32,10
R120BZ,2025-07-21,Hyderabad,10,7,2,2,45.89,5.86,508.86,80,10.34,148.89,37,3.39,4.48,24.79,5
R120BZ,2025-07-22,Hyderabad,16,13,3,0,64.69,11.48,632.12,100,22.02,219.13,30,5.45,4.63,21.61,9
R120BZ,2025-07-23,Hyderabad,16,10,1,2,74.68,6.13,658.67,100,13.08,232.49,53,5.67,4.32,21.88,6
R120BZ,2025-07-24,Hyderabad,11,7,3,0,51.29,3.03,475.56,80,12.68,156.3,44,4.33,4.07,20.69,3
R120BZ,2025-07-25,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-07-26,Hyderabad,22,14,2,1,81.97,8.0,676.94,120,31.95,258.85,45,6.86,4.24,23.87,5
R120BZ,2025-07-27,Hyderabad,20,12,0,0,84.65,10.64,716.17,100,28.31,274.14,25,6.33,4.36,23.45,9
R120BZ,2025-07-28,Hyderabad,8,6,1,1,41.14,0.49,434.12,0,10.31,119.77,78,4.07,4.23,20.01,8
R120BZ,2025-07-29,Hyderabad,14,9,1,1,64.49,15.83,573.11,80,12.68,231.08,70,5.8,4.23,21.77,9
R120BZ,2025-07-30,Hyderabad,13,12,1,1,63.04,1.63,599.19,80,17.49,186.05,69,5.1,4.6,25.89,9
R120BZ,2025-07-31,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-08-01,Hyderabad,12,8,0,1,53.92,13.32,582.91,80,11.72,193.45,51,4.52,4.45,25.63,0
R120BZ,2025-08-02,Hyderabad,11,9,1,2,51.08,2.19,526.48,80,20.52,153.28,47,4.1,4.73,25.84,4
R120BZ,2025-08-03,Hyderabad,18,11,0,2,74.21,9.54,688.61,100,13.47,240.95,25,5.36,4.2,21.12,0
R120BZ,2025-08-04,Hyderabad,9,7,2,0,41.06,7.23,348.76,0,12.78,138.93,92,4.39,4.08,24.99,6
R120BZ,2025-08-05,Hyderabad,13,9,1,2,56.85,2.35,535.18,80,21.0,170.31,59,4.98,4.49,22.56,6
R120BZ,2025-08-06,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-08-07,Hyderabad,14,11,1,0,62.87,4.57,582.91,80,13.93,194.02,36,5.02,4.64,20.13,4
R120BZ,2025-08-08,Hyderabad,10,8,0,2,43.38,4.39,402.42,80,8.17,137.43,68,3.47,4.75,26.84,7
R120BZ,2025-08-09,Hyderabad,28,17,2,2,97.37,2.27,968.89,120,31.03,286.68,26,6.93,4.14,24.93,3
R120BZ,2025-08-10,Hyderabad,24,17,0,0,86.72,4.88,872.88,120,30.43,263.52,30,6.75,4.32,22.55,1
R120BZ,2025-08-11,Hyderabad,13,9,3,2,59.85,13.3,589.87,80,11.19,210.44,43,5.25,4.39,20.43,2
R120BZ,2025-08-12,Hyderabad,11,8,2,0,51.35,4.9,515.04,80,15.08,161.82,32,3.94,4.87,23.35,3
R120BZ,2025-08-13,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-08-14,Hyderabad,10,9,1,0,46.18,3.09,469.99,80,11.85,141.74,58,3.68,4.77,27.07,4
R120BZ,2025-08-15,Hyderabad,28,21,1,1,108.31,31.25,1031.17,120,45.04,401.51,35,10.06,4.37,22.39,5
R120BZ,2025-08-16,Hyderabad,20,13,2,3,84.67,7.49,852.74,100,12.76,265.15,55,5.84,4.1,24.48,7
R120BZ,2025-08-17,Hyderabad,27,20,1,3,105.73,3.97,891.53,120,37.71,315.61,21,7.88,4.73,22.35,8
R120BZ,2025-08-18,Hyderabad,10,8,1,0,44.77,2.25,469.91,80,13.08,135.27,67,3.69,4.67,29.41,10
R120BZ,2025-08-19,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-08-20,Hyderabad,14,10,0,2,65.58,8.43,727.3,80,15.08,212.95,49,5.69,4.3,20.6,10
R120BZ,2025-08-21,Hyderabad,15,11,3,2,70.89,11.26,813.32,80,24.24,236.36,47,6.0,4.39,22.67,3
R120BZ,2025-08-22,Hyderabad,15,10,3,0,66.14,5.35,738.5,80,25.6,205.69,49,4.77,4.15,29.74,0
R120BZ,2025-08-23,Hyderabad,18,13,2,1,70.53,6.05,625.0,100,14.53,220.32,47,4.69,4.27,26.87,6
R120BZ,2025-08-24,Hyderabad,19,13,0,1,81.82,7.76,686.76,100,13.7,257.71,45,4.91,4.3,29.0,6
R120BZ,2025-08-25,Hyderabad,,,,,,,,,,,,,,,
R120BZ,2025-08-26,Hyderabad,10,6,0,1,48.74,7.43,519.74,80,9.53,161.61,47,3.61,4.0,27.9,10
R120BZ,2025-08-27,Hyderabad,27,20,0,0,101.34,26.44,1094.74,120,48.11,367.62,46,8.17,4.34,29.89,2
R120BZ,2025-08-28,Hyderabad,12,9,1,2,51.02,4.84,403.82,80,19.24,160.73,58,4.23,4.81,28.62,8
R120BZ,2025-08-29,Hyderabad,9,7,2,2,42.85,8.79,433.61,0,9.76,148.56,93,3.93,4.54,28.63,10
R120BZ,2025-08-30,Hyderabad,12,11,2,2,57.75,5.76,495.42,80,10.5,182.73,44,4.66,4.41,20.24,1
R120BZ,2025-08-31,Hyderabad,,,,,,,,,,,,,,,
R186VL,2025-07-01,Bangaluru,12,11,0,1,50.31,7.12,565.98,80,9.18,109.82,68,3.81,4.7,28.5,0
R186VL,2025-07-02,Bangaluru,15,11,3,1,68.93,12.27,548.78,80,19.42,155.28,53,5.39,4.33,25.42,4
R186VL,2025-07-03,Bangaluru,16,11,3,2,72.99,4.13,881.38,100,18.56,147.47,50,5.05,4.69,29.59,5
R186VL,2025-07-04,Bangaluru,9,6,2,0,46.39,8.36,504.3,0,11.55,104.69,85,4.63,4.04,23.55,3
R186VL,2025-07-05,Bangaluru,19,13,0,0,81.98,2.5,748.16,100,33.47,161.55,36,6.63,4.29,22.08,2
R186VL,2025-07-06,Bangaluru,28,21,0,3,108.12,2.69,951.55,120,34.32,211.89,39,7.22,4.81,28.68,5
R186VL,2025-07-07,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-07-08,Bangaluru,13,10,2,1,58.05,10.16,583.91,80,14.67,130.44,51,4.54,4.63,25.66,4
R186VL,2025-07-09,Bangaluru,9,6,2,1,38.94,10.59,368.66,0,14.67,94.71,66,4.37,4.05,20.83,0
R186VL,2025-07-10,Bangaluru,18,11,3,1,78.03,1.48,886.69,100,15.37,152.04,43,5.74,4.13,20.06,8
R186VL,2025-07-11,Bangaluru,19,15,0,2,83.12,13.55,718.99,100,17.64,184.86,51,6.18,4.51,24.57,7
R186VL,2025-07-12,Bangaluru,14,9,1,1,60.94,6.93,593.1,80,13.4,129.77,49,4.89,4.12,21.13,0
R186VL,2025-07-13,Bangaluru,26,18,0,3,94.86,20.64,919.35,120,41.64,220.85,30,7.77,4.06,27.16,3
R186VL,2025-07-14,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-07-15,Bangaluru,9,6,3,1,45.14,5.51,488.18,0,12.83,96.87,64,3.78,4.13,28.14,10
R186VL,2025-07-16,Bangaluru,8,6,0,2,38.75,1.75,296.16,0,9.61,77.45,63,3.43,4.59,23.68,1
R186VL,2025-07-17,Bangaluru,12,9,0,0,55.54,9.48,562.71,80,12.24,124.34,36,4.26,4.27,24.61,9
R186VL,2025-07-18,Bangaluru,10,6,3,2,44.5,2.45,401.55,80,14.54,89.79,39,3.45,4.18,25.73,0
R186VL,2025-07-19,Bangaluru,16,10,1,1,63.4,18.66,774.59,100,21.83,156.91,56,5.6,4.12,27.32,5
R186VL,2025-07-20,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-07-21,Bangaluru,15,11,1,2,60.68,2.08,540.2,80,12.15,120.0,32,3.87,4.04,25.96,9
R186VL,2025-07-22,Bangaluru,9,6,0,2,43.92,8.75,379.44,0,9.12,100.73,79,4.26,4.32,23.57,9
R186VL,2025-07-23,Bangaluru,16,10,0,0,70.54,13.14,772.87,100,14.92,160.01,41,4.92,4.14,26.25,8
R186VL,2025-07-24,Bangaluru,18,13,1,0,79.32,2.07,849.84,100,15.04,155.65,27,4.58,4.31,28.19,8
R186VL,2025-07-25,Bangaluru,10,7,3,0,45.08,3.71,503.28,80,6.48,93.29,48,3.35,4.3,24.43,2
R186VL,2025-07-26,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-07-27,Bangaluru,19,14,0,3,80.52,15.61,937.53,100,20.09,183.81,32,6.43,4.42,22.08,9
R186VL,2025-07-28,Bangaluru,19,15,2,1,79.42,10.93,695.23,100,31.44,172.76,52,6.27,4.66,27.59,9
R186VL,2025-07-29,Bangaluru,10,8,2,1,46.05,4.27,493.27,80,10.58,96.23,66,3.93,4.43,23.85,2
R186VL,2025-07-30,Bangaluru,12,9,2,2,49.94,5.84,454.45,80,18.38,106.66,47,4.66,4.61,21.3,1
R186VL,2025-07-31,Bangaluru,15,10,0,1,64.57,16.49,614.98,80,15.24,155.01,64,5.81,4.25,21.5,0
R186VL,2025-08-01,Bangaluru,9,6,3,0,44.17,10.13,439.09,0,9.94,103.82,80,4.86,4.28,20.23,1
R186VL,2025-08-02,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-08-03,Bangaluru,17,13,2,3,69.28,5.67,685.5,100,27.69,143.32,35,5.06,4.7,28.0,7
R186VL,2025-08-04,Bangaluru,15,11,2,2,68.22,12.9,651.86,80,22.61,155.12,64,6.0,4.49,23.03,2
R186VL,2025-08-05,Bangaluru,10,7,0,0,48.1,4.62,539.9,80,11.72,100.81,52,3.62,4.12,27.02,2
R186VL,2025-08-06,Bangaluru,12,10,1,0,53.84,13.49,628.73,80,15.1,128.74,41,4.31,4.72,24.73,8
R186VL,2025-08-07,Bangaluru,9,7,0,0,44.19,6.12,495.25,0,6.3,96.19,70,3.59,4.42,25.51,8
R186VL,2025-08-08,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-08-09,Bangaluru,26,22,2,2,97.64,8.9,969.38,120,23.16,203.72,44,7.06,4.44,23.8,6
R186VL,2025-08-10,Bangaluru,28,18,2,3,106.85,12.88,1053.52,120,23.44,228.97,32,6.32,4.06,27.62,3
R186VL,2025-08-11,Bangaluru,16,12,3,0,68.04,10.59,639.3,100,24.99,150.36,44,5.92,4.56,21.34,3
R186VL,2025-08-12,Bangaluru,8,5,1,0,38.56,5.15,382.57,0,7.91,83.59,92,3.86,4.17,26.18,3
R186VL,2025-08-13,Bangaluru,8,6,1,0,37.94,5.95,377.06,0,8.82,83.94,89,3.86,4.56,25.95,9
R186VL,2025-08-14,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-08-15,Bangaluru,28,23,2,1,97.31,27.86,790.45,120,34.25,239.36,29,7.13,4.76,29.09,0
R186VL,2025-08-16,Bangaluru,19,15,1,2,80.92,13.28,709.36,100,18.62,180.14,45,6.26,4.59,21.46,9
R186VL,2025-08-17,Bangaluru,27,22,2,0,100.98,5.0,1199.16,120,29.81,202.65,31,6.98,4.52,24.4,6
R186VL,2025-08-18,Bangaluru,18,11,1,0,80.58,4.29,715.47,100,24.71,162.29,54,6.55,4.22,22.29,1
R186VL,2025-08-19,Bangaluru,8,5,0,0,40.33,2.14,458.1,0,8.76,81.21,73,3.72,4.27,22.97,2
R186VL,2025-08-20,Bangaluru,15,11,2,0,75.12,17.2,700.51,80,17.89,176.54,35,5.62,4.19,25.65,5
R186VL,2025-08-21,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-08-22,Bangaluru,13,10,0,1,55.98,8.47,693.55,80,12.46,123.25,42,4.63,4.56,22.47,10
R186VL,2025-08-23,Bangaluru,27,16,2,0,101.73,28.17,1253.95,120,21.04,248.41,27,6.39,4.09,28.43,10
R186VL,2025-08-24,Bangaluru,28,19,2,1,100.33,9.5,970.6,120,50.92,210.03,46,7.69,4.35,29.92,8
R186VL,2025-08-25,Bangaluru,13,8,1,1,58.55,3.75,638.36,80,18.99,119.14,37,4.1,4.13,28.41,2
R186VL,2025-08-26,Bangaluru,13,8,2,1,59.5,10.11,720.61,80,14.51,133.1,65,4.52,4.24,29.85,6
R186VL,2025-08-27,Bangaluru,27,19,1,2,106.19,13.38,940.27,120,22.11,228.64,31,6.39,4.26,28.35,5
R186VL,2025-08-28,Bangaluru,,,,,,,,,,,,,,,
R186VL,2025-08-29,Bangaluru,16,12,3,2,67.65,13.67,679.61,100,12.47,155.5,52,5.41,4.81,22.8,7
R186VL,2025-08-30,Bangaluru,16,13,1,2,68.98,6.25,575.27,100,18.09,143.85,35,4.76,4.84,25.93,2
R186VL,2025-08-31,Bangaluru,16,11,2,3,61.85,14.02,527.14,100,18.99,145.1,41,5.53,4.35,21.82,0
R737GV,2025-07-01,Chennai,11,7,1,0,53.78,12.23,573.0,80,12.9,123.69,49,4.06,4.23,29.98,2
R737GV,2025-07-02,Chennai,10,8,3,0,40.68,6.1,381.83,80,13.22,87.67,47,3.53,4.46,24.93,4
R737GV,2025-07-03,Chennai,15,13,3,2,69.2,11.71,564.45,80,10.38,151.62,70,5.57,4.5,22.54,0
R737GV,2025-07-04,Chennai,16,14,2,1,71.58,16.37,713.82,100,20.45,164.8,60,5.83,4.68,25.76,4
R737GV,2025-07-05,Chennai,22,16,1,1,84.77,14.14,978.51,120,19.69,185.34,30,7.12,4.87,20.48,0
R737GV,2025-07-06,Chennai,28,23,2,1,107.63,23.25,937.59,120,16.99,245.25,41,8.65,4.41,20.35,0
R737GV,2025-07-07,Chennai,,,,,,,,,,,,,,,
R737GV,2025-07-08,Chennai,11,8,3,2,51.06,11.13,462.47,80,6.18,116.54,44,3.64,4.64,26.65,4
R737GV,2025-07-09,Chennai,9,7,1,2,43.8,9.23,481.89,0,11.53,99.37,51,4.07,4.68,21.1,0
R737GV,2025-07-10,Chennai,9,6,3,2,45.91,10.37,419.82,0,12.26,105.45,47,4.47,4.31,20.22,3
R737GV,2025-07-11,Chennai,7,4,1,0,34.61,7.48,371.61,0,6.26,78.86,96,4.14,4.16,21.35,5
R737GV,2025-07-12,Chennai,10,8,2,2,48.08,7.78,493.02,80,13.99,104.67,49,3.94,4.87,24.95,0
R737GV,2025-07-13,Chennai,,,,,,,,,,,,,,,
R737GV,2025-07-14,Chennai,16,12,0,1,64.99,1.19,598.41,100,26.01,124.02,42,4.94,4.56,27.28,5
R737GV,2025-07-15,Chennai,14,10,1,0,63.82,16.05,521.56,80,10.45,149.66,31,4.1,4.07,29.69,1
R737GV,2025-07-16,Chennai,7,5,2,2,34.12,2.97,331.95,0,7.01,69.5,42,2.42,4.41,28.97,5
R737GV,2025-07-17,Chennai,13,9,1,2,60.25,14.84,664.46,80,17.18,140.7,69,4.69,4.81,29.84,3
R737GV,2025-07-18,Chennai,10,8,2,1,46.42,7.37,390.22,80,7.68,100.79,41,3.45,4.87,24.74,4
R737GV,2025-07-19,Chennai,17,13,1,0,76.07,11.37,691.57,100,12.55,163.85,58,4.79,4.81,29.57,0
R737GV,2025-07-20,Chennai,,,,,,,,,,,,,,,
R737GV,2025-07-21,Chennai,12,9,3,2,63.42,9.73,531.76,80,11.68,137.07,63,4.43,4.7,29.99,0
R737GV,2025-07-22,Chennai,15,13,3,0,71.32,12.35,670.8,80,19.01,156.77,52,5.93,4.9,24.09,5
R737GV,2025-07-23,Chennai,10,9,0,0,43.18,5.33,420.81,80,10.47,90.9,42,3.58,4.58,25.18,4
R737GV,2025-07-24,Chennai,14,12,0,0,55.81,11.61,520.84,80,13.54,126.34,55,5.12,4.48,20.47,0
R737GV,2025-07-25,Chennai,10,8,1,0,45.72,4.33,397.99,80,16.02,93.78,61,4.57,4.62,20.26,5
R737GV,2025-07-26,Chennai,19,13,1,2,81.75,17.95,683.01,100,15.41,186.82,47,6.48,4.9,21.13,1
R737GV,2025-07-27,Chennai,,,,,,,,,,,,,,,
R737GV,2025-07-28,Chennai,15,11,3,2,67.91,4.85,672.82,80,14.66,136.33,34,4.72,4.42,24.99,0
R737GV,2025-07-29,Chennai,14,12,1,2,64.63,8.94,622.62,80,10.41,137.85,37,4.1,4.5,28.35,2
R737GV,2025-07-30,Chennai,8,5,3,0,39.49,6.06,333.79,0,11.67,85.35,100,4.03,4.03,28.05,2
R737GV,2025-07-31,Chennai,12,9,3,1,56.61,0.72,531.47,80,20.12,107.42,51,4.4,4.22,24.8,5
R737GV,2025-08-01,Chennai,14,11,0,0,60.41,13.25,556.58,80,12.12,138.03,34,5.08,4.72,20.01,1
R737GV,2025-08-02,Chennai,15,10,1,1,70.56,8.29,696.05,80,17.98,147.75,40,5.01,4.35,29.23,5
R737GV,2025-08-03,Chennai,,,,,,,,,,,,,,,
R737GV,2025-08-04,Chennai,11,9,3,2,53.89,10.56,554.24,80,18.12,120.75,52,4.79,4.68,22.66,3
R737GV,2025-08-05,Chennai,13,9,2,1,62.47,12.14,536.21,80,22.47,139.81,70,5.47,4.1,25.89,3
R737GV,2025-08-06,Chennai,8,5,2,2,34.53,2.02,363.67,0,9.41,68.49,63,3.52,4.26,20.86,1
R737GV,2025-08-07,Chennai,15,13,0,0,66.86,8.56,621.14,80,19.17,141.32,64,5.53,4.41,24.38,3
R737GV,2025-08-08,Chennai,13,11,1,2,61.45,13.14,640.99,80,8.76,139.76,40,4.69,4.86,22.52,5
R737GV,2025-08-09,Chennai,28,21,2,2,102.56,24.0,830.33,120,30.51,237.16,32,7.39,4.12,26.54,2
R737GV,2025-08-10,Chennai,,,,,,,,,,,,,,,
R737GV,2025-08-11,Chennai,10,6,3,2,48.34,4.67,429.74,80,12.03,99.33,45,3.96,4.34,21.8,4
R737GV,2025-08-12,Chennai,8,7,1,2,36.66,1.88,336.9,0,9.22,72.22,90,3.89,4.49,21.81,0
R737GV,2025-08-13,Chennai,13,10,3,2,59.59,3.36,599.35,80,16.37,117.96,46,5.2,4.64,20.9,5
R737GV,2025-08-14,Chennai,7,5,3,0,33.82,4.89,339.0,0,9.64,72.53,66,3.69,4.43,20.0,5
R737GV,2025-08-15,Chennai,26,22,0,1,97.26,14.69,819.54,120,44.73,209.79,33,8.8,4.82,21.26,2
R737GV,2025-08-16,Chennai,,,,,,,,,,,,,,,
R737GV,2025-08-17,Chennai,28,23,0,3,109.1,29.95,1163.35,120,23.81,260.56,42,9.33,4.44,21.14,2
R737GV,2025-08-18,Chennai,15,11,3,2,65.42,1.69,639.81,80,9.75,125.75,40,4.36,4.02,23.83,5
R737GV,2025-08-19,Chennai,13,10,1,2,56.77,15.33,531.62,80,10.02,135.1,49,4.39,4.63,25.55,5
R737GV,2025-08-20,Chennai,11,8,1,0,52.82,1.98,430.07,80,11.32,102.69,38,4.03,4.03,21.43,3
R737GV,2025-08-21,Chennai,9,6,3,0,47.65,1.88,414.83,0,8.69,92.8,95,4.12,4.13,24.53,3
R737GV,2025-08-22,Chennai,7,6,2,2,32.95,7.22,261.46,0,4.42,75.26,68,3.37,4.67,21.28,1
R737GV,2025-08-23,Chennai,,,,,,,,,,,,,,,
R737GV,2025-08-24,Chennai,24,17,2,3,90.92,8.7,875.46,120,30.63,186.69,40,6.2,4.86,26.9,3
R737GV,2025-08-25,Chennai,15,13,0,0,68.45,12.78,664.24,80,11.21,152.21,64,5.34,4.6,24.43,2
R737GV,2025-08-26,Chennai,8,7,2,2,39.02,6.49,443.37,0,10.58,85.28,52,3.58,4.88,22.86,4
R737GV,2025-08-27,Chennai,28,20,1,1,101.21,18.21,1084.55,120,39.39,223.78,36,7.76,4.37,27.05,2
R737GV,2025-08-28,Chennai,12,10,2,2,59.19,2.01,529.55,80,20.78,114.67,43,4.25,4.85,28.11,1
R737GV,2025-08-29,Chennai,14,12,1,1,64.53,14.38,501.83,80,13.68,147.86,37,4.42,4.58,27.98,0
R737GV,2025-08-30,Chennai,,,,,,,,,,,,,,,
R737GV,2025-08-31,Chennai,18,16,1,3,80.12,8.3,858.82,100,17.27,165.7,31,5.09,4.53,29.28,0
R631SZ,2025-07-01,Kolkata,16,12,0,2,68.46,14.71,552.77,100,13.32,182.89,26,4.46,4.49,27.27,0
R631SZ,2025-07-02,Kolkata,8,6,1,0,39.65,0.82,351.73,0,9.02,88.98,56,3.07,4.52,27.42,4
R631SZ,2025-07-03,Kolkata,13,11,3,2,59.07,2.48,587.19,80,15.32,135.36,57,4.55,4.58,23.51,3
R631SZ,2025-07-04,Kolkata,9,7,2,1,38.16,10.07,364.57,0,6.14,106.05,88,4.08,4.79,22.31,2
R631SZ,2025-07-05,Kolkata,11,9,0,1,49.08,1.89,524.18,80,14.56,112.08,60,3.91,4.54,25.16,1
